"ssh.id" "ssh.label" "tadirah.id" "tadirah.uri" "wd.tadirahid" "wd.label" "tapor.id" "tapor.label" "tapor.desc" "wd.item"
"71" "7otnya" "All Our Ideas" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "1029" "All Our Ideas" "All Our Ideas is a research project that seeks to develop a new form of social data collection by combining the best features of quantitative and qualitative methods. Using the power of the web, we are creating a data collection tool that has the scale, speed, and quantification of a survey while still allowing for new information to \"bubble up\" from respondents as happens in interviews, participant observation, and focus groups." NA
"72" "7otnya" "All Our Ideas" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "1029" "All Our Ideas" "All Our Ideas is a research project that seeks to develop a new form of social data collection by combining the best features of quantitative and qualitative methods. Using the power of the web, we are creating a data collection tool that has the scale, speed, and quantification of a survey while still allowing for new information to \"bubble up\" from respondents as happens in interviews, participant observation, and focus groups." NA
"73" "7otnya" "All Our Ideas" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "1029" "All Our Ideas" "All Our Ideas is a research project that seeks to develop a new form of social data collection by combining the best features of quantitative and qualitative methods. Using the power of the web, we are creating a data collection tool that has the scale, speed, and quantification of a survey while still allowing for new information to \"bubble up\" from respondents as happens in interviews, participant observation, and focus groups." NA
"74" "7otnya" "All Our Ideas" "collaborating" "https://vocabs.dariah.eu/tadirah/collaborating" "Q1145523" "collaborating" "1029" "All Our Ideas" "All Our Ideas is a research project that seeks to develop a new form of social data collection by combining the best features of quantitative and qualitative methods. Using the power of the web, we are creating a data collection tool that has the scale, speed, and quantification of a survey while still allowing for new information to \"bubble up\" from respondents as happens in interviews, participant observation, and focus groups." NA
"75" "7otnya" "All Our Ideas" "disseminating" "https://vocabs.dariah.eu/tadirah/disseminating" "Q123819226" "disseminating" "1029" "All Our Ideas" "All Our Ideas is a research project that seeks to develop a new form of social data collection by combining the best features of quantitative and qualitative methods. Using the power of the web, we are creating a data collection tool that has the scale, speed, and quantification of a survey while still allowing for new information to \"bubble up\" from respondents as happens in interviews, participant observation, and focus groups." NA
"76" "7otnya" "All Our Ideas" "crowdsourcing" "https://vocabs.dariah.eu/tadirah/crowdsourcing" "Q275969" "crowdsourcing" "1029" "All Our Ideas" "All Our Ideas is a research project that seeks to develop a new form of social data collection by combining the best features of quantitative and qualitative methods. Using the power of the web, we are creating a data collection tool that has the scale, speed, and quantification of a survey while still allowing for new information to \"bubble up\" from respondents as happens in interviews, participant observation, and focus groups." NA
"77" "4UtwMD" "Alteryx" "creating" "https://vocabs.dariah.eu/tadirah/creating" "Q123819227" "creating" "1633" "Alteryx" "Alteryx is an online commercial data analysis service. Among its capabilities are optical character recognition, sentiment analysis, and topic modeling with Text Mining. You can quickly build predictive models without coding through its intuitive graphical user interface. It has many visualisation options among which is the word cloud." "Q73883753"
"78" "4UtwMD" "Alteryx" "modeling" "https://vocabs.dariah.eu/tadirah/modeling" "Q1116876" "scientific modeling" "1633" "Alteryx" "Alteryx is an online commercial data analysis service. Among its capabilities are optical character recognition, sentiment analysis, and topic modeling with Text Mining. You can quickly build predictive models without coding through its intuitive graphical user interface. It has many visualisation options among which is the word cloud." "Q73883753"
"79" "4UtwMD" "Alteryx" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "1633" "Alteryx" "Alteryx is an online commercial data analysis service. Among its capabilities are optical character recognition, sentiment analysis, and topic modeling with Text Mining. You can quickly build predictive models without coding through its intuitive graphical user interface. It has many visualisation options among which is the word cloud." "Q73883753"
"80" "4UtwMD" "Alteryx" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "1633" "Alteryx" "Alteryx is an online commercial data analysis service. Among its capabilities are optical character recognition, sentiment analysis, and topic modeling with Text Mining. You can quickly build predictive models without coding through its intuitive graphical user interface. It has many visualisation options among which is the word cloud." "Q73883753"
"81" "4UtwMD" "Alteryx" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "1633" "Alteryx" "Alteryx is an online commercial data analysis service. Among its capabilities are optical character recognition, sentiment analysis, and topic modeling with Text Mining. You can quickly build predictive models without coding through its intuitive graphical user interface. It has many visualisation options among which is the word cloud." "Q73883753"
"82" "4UtwMD" "Alteryx" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "1633" "Alteryx" "Alteryx is an online commercial data analysis service. Among its capabilities are optical character recognition, sentiment analysis, and topic modeling with Text Mining. You can quickly build predictive models without coding through its intuitive graphical user interface. It has many visualisation options among which is the word cloud." "Q73883753"
"83" "4UtwMD" "Alteryx" "collaborating" "https://vocabs.dariah.eu/tadirah/collaborating" "Q1145523" "collaborating" "1633" "Alteryx" "Alteryx is an online commercial data analysis service. Among its capabilities are optical character recognition, sentiment analysis, and topic modeling with Text Mining. You can quickly build predictive models without coding through its intuitive graphical user interface. It has many visualisation options among which is the word cloud." "Q73883753"
"84" "4UtwMD" "Alteryx" "dataCleansing" "https://vocabs.dariah.eu/tadirah/dataCleansing" "Q1172378" "data cleansing" "1633" "Alteryx" "Alteryx is an online commercial data analysis service. Among its capabilities are optical character recognition, sentiment analysis, and topic modeling with Text Mining. You can quickly build predictive models without coding through its intuitive graphical user interface. It has many visualisation options among which is the word cloud." "Q73883753"
"85" "4UtwMD" "Alteryx" "interpreting" "https://vocabs.dariah.eu/tadirah/interpreting" "Q15756478" "Interpreting" "1633" "Alteryx" "Alteryx is an online commercial data analysis service. Among its capabilities are optical character recognition, sentiment analysis, and topic modeling with Text Mining. You can quickly build predictive models without coding through its intuitive graphical user interface. It has many visualisation options among which is the word cloud." "Q73883753"
"86" "4UtwMD" "Alteryx" "dataRecognition" "https://vocabs.dariah.eu/tadirah/dataRecognition" "Q123783455" "dataRecognition" "1633" "Alteryx" "Alteryx is an online commercial data analysis service. Among its capabilities are optical character recognition, sentiment analysis, and topic modeling with Text Mining. You can quickly build predictive models without coding through its intuitive graphical user interface. It has many visualisation options among which is the word cloud." "Q73883753"
