"ssh.id" "ssh.label" "tadirah.id" "tadirah.uri" "wd.tadirahid" "wd.label" "tapor.id" "tapor.label" "tapor.desc" "wd.item"
"2012" "m9O3DC" "Voronoi Diagram with Word Embedding" "capturing" "https://vocabs.dariah.eu/tadirah/capturing" "Q123819225" "capturing" "673" "Voronoi Diagram with Word Embedding" "In this notebook, we will examine how to use word embedding and voronoi diagram to display the relationship between other words and a search term. Using A Tale of Two Cities by Charles Dickens as the example (acquired from Project Gutenberg), we will showcase how the program works as well as explain different modification and steps that can be taken in the future." NA
"2013" "m9O3DC" "Voronoi Diagram with Word Embedding" "enriching" "https://vocabs.dariah.eu/tadirah/enriching" "Q123750937" "enriching" "673" "Voronoi Diagram with Word Embedding" "In this notebook, we will examine how to use word embedding and voronoi diagram to display the relationship between other words and a search term. Using A Tale of Two Cities by Charles Dickens as the example (acquired from Project Gutenberg), we will showcase how the program works as well as explain different modification and steps that can be taken in the future." NA
"2014" "m9O3DC" "Voronoi Diagram with Word Embedding" "annotating" "https://vocabs.dariah.eu/tadirah/annotating" "Q857525" "annotating" "673" "Voronoi Diagram with Word Embedding" "In this notebook, we will examine how to use word embedding and voronoi diagram to display the relationship between other words and a search term. Using A Tale of Two Cities by Charles Dickens as the example (acquired from Project Gutenberg), we will showcase how the program works as well as explain different modification and steps that can be taken in the future." NA
"2015" "m9O3DC" "Voronoi Diagram with Word Embedding" "recording" "https://vocabs.dariah.eu/tadirah/recording" "Q13557414" "recording" "673" "Voronoi Diagram with Word Embedding" "In this notebook, we will examine how to use word embedding and voronoi diagram to display the relationship between other words and a search term. Using A Tale of Two Cities by Charles Dickens as the example (acquired from Project Gutenberg), we will showcase how the program works as well as explain different modification and steps that can be taken in the future." NA
"2016" "xccpOM" "VoxcribeCC" "converting" "https://vocabs.dariah.eu/tadirah/converting" "Q1783551" "data conversion" "886" "VoxcribeCC" "VoxcribeCC has the most accurate speaker-independent and topic-independent desktop speech recognition technology. It is used for media (audio\video) transcription and video-captioning.Please watch VoxcribeCC Usage Video to learn using VoxcribeCC just in 2 minutes.VoxcribeCC offers:• An unmatched ability for audio transcription and subtitle creation and editing,• Outstanding levels of productivity and quality at incredibly low costs. Features:• Direct media-speech-recognition.• Auto time stamping• Interactive time-line with audio energy display• Spell-check and auto text formatting• Subtitle splitting and merging with automatic audio synchronization• Visual subtitles with graphically adjustable start and end points Click here to Download VoxcribeCC" NA
"2017" "nJ1PYH" "Voyager 2" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "1511" "Voyager 2" "Voyager 2 is a data exploration tool that blends manual and automated chart specification. Voyager 2 combines PoleStar, a traditional chart specification tool inspired by Tableau and Polaris (research project that led to the birth of Tableau), with two partial chart specification interfaces: (1) wildcards let users specify multiple charts in parallel,(2) related views suggest visualizations relevant to the currently specified chart. With Voyager 2, we aim to help analysts engage in both breadth-oriented exploration and depth-oriented question answering." NA
"2018" "nJ1PYH" "Voyager 2" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "1511" "Voyager 2" "Voyager 2 is a data exploration tool that blends manual and automated chart specification. Voyager 2 combines PoleStar, a traditional chart specification tool inspired by Tableau and Polaris (research project that led to the birth of Tableau), with two partial chart specification interfaces: (1) wildcards let users specify multiple charts in parallel,(2) related views suggest visualizations relevant to the currently specified chart. With Voyager 2, we aim to help analysts engage in both breadth-oriented exploration and depth-oriented question answering." NA
"2019" "D0rdwf" "Voyant 2.0: Bubblelines" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "578" "Voyant 2.0: Bubblelines" "Bubblelines lets you compare the distribution of words across documents. Each document is a horizontal line with bubbles where the word appears. Documentation here." NA
"2020" "D0rdwf" "Voyant 2.0: Bubblelines" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "578" "Voyant 2.0: Bubblelines" "Bubblelines lets you compare the distribution of words across documents. Each document is a horizontal line with bubbles where the word appears. Documentation here." NA
"2021" "D0rdwf" "Voyant 2.0: Bubblelines" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "578" "Voyant 2.0: Bubblelines" "Bubblelines lets you compare the distribution of words across documents. Each document is a horizontal line with bubbles where the word appears. Documentation here." NA
"2022" "D0rdwf" "Voyant 2.0: Bubblelines" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "578" "Voyant 2.0: Bubblelines" "Bubblelines lets you compare the distribution of words across documents. Each document is a horizontal line with bubbles where the word appears. Documentation here." NA
"2023" "0v6BDd" "Voyant 2.0: Knots" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "581" "Voyant 2.0: Knots" "Voyant Knots is a visualization where a line is bent at every instance of a word forming knots. If you visualize multiple terms you will get multiple twisted lines. The Documentation can be found here." NA
"2024" "0v6BDd" "Voyant 2.0: Knots" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "581" "Voyant 2.0: Knots" "Voyant Knots is a visualization where a line is bent at every instance of a word forming knots. If you visualize multiple terms you will get multiple twisted lines. The Documentation can be found here." NA
"2025" "0v6BDd" "Voyant 2.0: Knots" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "581" "Voyant 2.0: Knots" "Voyant Knots is a visualization where a line is bent at every instance of a word forming knots. If you visualize multiple terms you will get multiple twisted lines. The Documentation can be found here." NA
"2026" "meeqxB" "Voyant 2.0: ScatterPlot" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "577" "Voyant 2.0: ScatterPlot" "Voyant ScatterPlot visualizes a corpus using correspondence analysis or document similarity. This can give you ideas about how to further analyze a corpus. Documentation can be found in the Guide." NA
"2027" "meeqxB" "Voyant 2.0: ScatterPlot" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "577" "Voyant 2.0: ScatterPlot" "Voyant ScatterPlot visualizes a corpus using correspondence analysis or document similarity. This can give you ideas about how to further analyze a corpus. Documentation can be found in the Guide." NA
"2028" "meeqxB" "Voyant 2.0: ScatterPlot" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "577" "Voyant 2.0: ScatterPlot" "Voyant ScatterPlot visualizes a corpus using correspondence analysis or document similarity. This can give you ideas about how to further analyze a corpus. Documentation can be found in the Guide." NA
"2029" "XAepzR" "Voyant 2.0: Terms Radio" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "582" "Voyant 2.0: Terms Radio" "Voyant 2.0  Terms Radio shows the high frequency terms scrolling by as if broadcast. You can select the words to watch rise and fall. You can control the speed and number of words. Documentation here." NA
"2030" "XAepzR" "Voyant 2.0: Terms Radio" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "582" "Voyant 2.0: Terms Radio" "Voyant 2.0  Terms Radio shows the high frequency terms scrolling by as if broadcast. You can select the words to watch rise and fall. You can control the speed and number of words. Documentation here." NA
"2031" "XAepzR" "Voyant 2.0: Terms Radio" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "582" "Voyant 2.0: Terms Radio" "Voyant 2.0  Terms Radio shows the high frequency terms scrolling by as if broadcast. You can select the words to watch rise and fall. You can control the speed and number of words. Documentation here." NA
"2032" "XAepzR" "Voyant 2.0: Terms Radio" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" "582" "Voyant 2.0: Terms Radio" "Voyant 2.0  Terms Radio shows the high frequency terms scrolling by as if broadcast. You can select the words to watch rise and fall. You can control the speed and number of words. Documentation here." NA
"2033" "OZPl83" "Voyant Corpus Grid" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "12" "Voyant Corpus Grid" "Corpus Grid shows an overview of the corpus, including each document's title, number of word tokens (total words), number or word types (unique words), and lexical density (the ratio of tokens to types)." NA
"2034" "nUvl4y" "Voyant Corpus Term Frequencies" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "14" "Voyant Corpus Term Frequencies" "Corpus Term Frequencies shows overall word frequencies for the entire corpus as well as information about how word frequencies are spread out over documents within the corpus. Hover over column headers and buttons for more information." NA
"2035" "NFp9c9" "Voyant Document KWICs" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "16" "Voyant Document KWICs" "Document KWICs shows a table of keywords in their context. In other words, it provides a list of certain keywords and their occurrence within a corpus or document." NA
"2036" "NFp9c9" "Voyant Document KWICs" "concordance" "https://vocabs.dariah.eu/tadirah/concordance" "Q839018" "concordance" "16" "Voyant Document KWICs" "Document KWICs shows a table of keywords in their context. In other words, it provides a list of certain keywords and their occurrence within a corpus or document." NA
"2037" "LMHNio" "Voyant Document Term Frequencies" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "15" "Voyant Document Term Frequencies" "Document Term Frequencies shows word frequencies for each document in the corpus. You can see the selected word at the top of the window highlighted in yellow. Its relevance to the documents is shown in the table below." NA
"2038" "m4xFqN" "Voyant Lava" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "18" "Voyant Lava" "Lava allows you to view multiple levels of a corpus in a three-dimensional environment. Clicking on certain documents within the corpus expands the Lava visualization in a ring to explore further." NA
"2039" "m4xFqN" "Voyant Lava" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "18" "Voyant Lava" "Lava allows you to view multiple levels of a corpus in a three-dimensional environment. Clicking on certain documents within the corpus expands the Lava visualization in a ring to explore further." NA
"2040" "m4xFqN" "Voyant Lava" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "18" "Voyant Lava" "Lava allows you to view multiple levels of a corpus in a three-dimensional environment. Clicking on certain documents within the corpus expands the Lava visualization in a ring to explore further." NA
"2041" "t5rzJl" "Voyant Links" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "9" "Voyant Links" "Links finds collocates for words and displays links between them using a force directed graph. It shows term frequencies in proximity to keyword. It is a visualization and shows a web of terms." NA
"2042" "t5rzJl" "Voyant Links" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "9" "Voyant Links" "Links finds collocates for words and displays links between them using a force directed graph. It shows term frequencies in proximity to keyword. It is a visualization and shows a web of terms." NA
"2043" "t5rzJl" "Voyant Links" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "9" "Voyant Links" "Links finds collocates for words and displays links between them using a force directed graph. It shows term frequencies in proximity to keyword. It is a visualization and shows a web of terms." NA
"2044" "UdIXTF" "Voyant Reader" "capturing" "https://vocabs.dariah.eu/tadirah/capturing" "Q123819225" "capturing" "19" "Voyant Reader" "Reader acts as a method of reading all documents within a specified corpus. It does not provide text analysis but rather a method of viewing the contents of a corpus." NA
"2045" "UdIXTF" "Voyant Reader" "discovering" "https://vocabs.dariah.eu/tadirah/discovering" "Q12772819" "discovering" "19" "Voyant Reader" "Reader acts as a method of reading all documents within a specified corpus. It does not provide text analysis but rather a method of viewing the contents of a corpus." NA
"2046" "UdIXTF" "Voyant Reader" "gathering" "https://vocabs.dariah.eu/tadirah/gathering" "Q123751128" "gathering" "19" "Voyant Reader" "Reader acts as a method of reading all documents within a specified corpus. It does not provide text analysis but rather a method of viewing the contents of a corpus." NA
"2047" "FZ6LEU" "Voyant Term Frequencies Chart" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "21" "Voyant Term Frequencies Chart" "Term Frequencies Chart shows how terms are distributed across document(s) in a corpus (documents are shown in the order in which they were added)." NA
"2048" "FZ6LEU" "Voyant Term Frequencies Chart" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "21" "Voyant Term Frequencies Chart" "Term Frequencies Chart shows how terms are distributed across document(s) in a corpus (documents are shown in the order in which they were added)." NA
"2049" "FZ6LEU" "Voyant Term Frequencies Chart" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "21" "Voyant Term Frequencies Chart" "Term Frequencies Chart shows how terms are distributed across document(s) in a corpus (documents are shown in the order in which they were added)." NA
"2050" "s2iMva" "Voyant Tools" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" NA NA NA NA
"2051" "s2iMva" "Voyant Tools" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" NA NA NA NA
"2052" "s2iMva" "Voyant Tools" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" NA NA NA NA
"2053" "s2iMva" "Voyant Tools" "discovering" "https://vocabs.dariah.eu/tadirah/discovering" "Q12772819" "discovering" NA NA NA NA
"2054" "s2iMva" "Voyant Tools" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" NA NA NA NA
"2055" "s2iMva" "Voyant Tools" "enriching" "https://vocabs.dariah.eu/tadirah/enriching" "Q123750937" "enriching" NA NA NA NA
"2056" "s2iMva" "Voyant Tools" "editing" "https://vocabs.dariah.eu/tadirah/editing" "Q194105" "editing" NA NA NA NA
"2057" "IocpNW" "VSim" "annotating" "https://vocabs.dariah.eu/tadirah/annotating" "Q857525" "annotating" "848" "VSim" "VSim facilitates the real-time exploration of highly detailed, three-dimensional computer models in both formal and informal educational settings. Beyond real-time interaction with three-dimensional content, this NEH-funded software offers two critical functions for academic use of interactive computer models: the narrative feature allows users to create linear presentations within the virtual space (akin to PowerPoint or Prezi within a three-dimensional world), and the embedded resource section allows users to embed within the virtual space annotations and links to primary and secondary resources about the modeled environment." "Q7907387"
"2058" "SVXxU9" "W3C RDF Validation Service" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "367" "W3C RDF Validation Service" "The W3C RDF Validation Service is a free, web-based tool for checking RDF documents for errors and displaying the results. It can display in triples, a graph, or a combination of the two, and can format the graph in a variety of file formats including PNG, SVG and GIF. Documents can be pasted directly into the provided form or from a provided URI." NA
"2059" "SVXxU9" "W3C RDF Validation Service" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "367" "W3C RDF Validation Service" "The W3C RDF Validation Service is a free, web-based tool for checking RDF documents for errors and displaying the results. It can display in triples, a graph, or a combination of the two, and can format the graph in a variety of file formats including PNG, SVG and GIF. Documents can be pasted directly into the provided form or from a provided URI." NA
"2060" "SVXxU9" "W3C RDF Validation Service" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "367" "W3C RDF Validation Service" "The W3C RDF Validation Service is a free, web-based tool for checking RDF documents for errors and displaying the results. It can display in triples, a graph, or a combination of the two, and can format the graph in a variety of file formats including PNG, SVG and GIF. Documents can be pasted directly into the provided form or from a provided URI." NA
"2061" "Qp189x" "WATCON" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "409" "WATCON" "WATCON was a program used extensively at the University of Waterloo for humanities research in the 1970s. It was developed by Philip H. Smith Jr. and WATCHUM (Waterloo Computing in the Humanities) as a text-handling package with concordance applications, and can be regarded as a descendent of the Scharfenberg-Smith Concordance Program." NA
"2062" "79ktgd" "Wavesurfer" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "1383" "WaveSurfer" "A software tool for the manipulation of audio recordings. Wavesurfer provides basic audio editing function, such as excision, copying, pasting, zero-crossing adjustment, and effects such as fading, normalization, echo, inversion, reversal, replacement with silence, and DC-removal.Features: Audio format support, including WAV, AU, AIFF, MP3, CSL, SD, Ogg/Vorbis, and NIST/SphereRead/write support for HTK (and MLF), TIMIT, ESPS/Waves+, and Phondat transcription formatsDirect-to-disk playback/recording enabling use of audio recordings larger than available memoryPlug-in architecturebuilt-in script interpreter" "Q7975260"
"2063" "79ktgd" "Wavesurfer" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "1383" "WaveSurfer" "A software tool for the manipulation of audio recordings. Wavesurfer provides basic audio editing function, such as excision, copying, pasting, zero-crossing adjustment, and effects such as fading, normalization, echo, inversion, reversal, replacement with silence, and DC-removal.Features: Audio format support, including WAV, AU, AIFF, MP3, CSL, SD, Ogg/Vorbis, and NIST/SphereRead/write support for HTK (and MLF), TIMIT, ESPS/Waves+, and Phondat transcription formatsDirect-to-disk playback/recording enabling use of audio recordings larger than available memoryPlug-in architecturebuilt-in script interpreter" "Q7975260"
"2064" "p4wSfc" "WEAVE (Web-based Analysis and Visualization Environment)" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "180" "WEAVE (Web-based Analysis and Visualization Environment)" "WEAVE (Web-based Analysis and Visualization Environment) is a web-based visualization platform offered by the Institute for Visualization and Perception Research at the University of Massachusetts Lowell. It is designed to visualize any data for any purpose, and to accommodate novice and advanced users alike. It includes the ability to integrate, disseminate and visualize data at nested levels of geography. WEAVE is currently in beta. Both a web-based demo and a download version are available." NA
"2065" "p4wSfc" "WEAVE (Web-based Analysis and Visualization Environment)" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "180" "WEAVE (Web-based Analysis and Visualization Environment)" "WEAVE (Web-based Analysis and Visualization Environment) is a web-based visualization platform offered by the Institute for Visualization and Perception Research at the University of Massachusetts Lowell. It is designed to visualize any data for any purpose, and to accommodate novice and advanced users alike. It includes the ability to integrate, disseminate and visualize data at nested levels of geography. WEAVE is currently in beta. Both a web-based demo and a download version are available." NA
"2066" "p4wSfc" "WEAVE (Web-based Analysis and Visualization Environment)" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "180" "WEAVE (Web-based Analysis and Visualization Environment)" "WEAVE (Web-based Analysis and Visualization Environment) is a web-based visualization platform offered by the Institute for Visualization and Perception Research at the University of Massachusetts Lowell. It is designed to visualize any data for any purpose, and to accommodate novice and advanced users alike. It includes the ability to integrate, disseminate and visualize data at nested levels of geography. WEAVE is currently in beta. Both a web-based demo and a download version are available." NA
"2067" "MdeiSK" "Web-App »Places of Jewish history«" "discovering" "https://vocabs.dariah.eu/tadirah/discovering" "Q12772819" "discovering" NA NA NA NA
"2068" "4iXxZk" "WebClust" "gathering" "https://vocabs.dariah.eu/tadirah/gathering" "Q123751128" "gathering" "1066" "WebClust" "WebClust is a meta search engine that clusters documents into meaningful groups. WebClust presents search results in a horizontal topical arrangement, in addition to a single vertical list. WebClust's data mining technique is meant to make sense of large amounts of textual information extracted from the web, including digital libraries." NA
"2069" "4iXxZk" "WebClust" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "1066" "WebClust" "WebClust is a meta search engine that clusters documents into meaningful groups. WebClust presents search results in a horizontal topical arrangement, in addition to a single vertical list. WebClust's data mining technique is meant to make sense of large amounts of textual information extracted from the web, including digital libraries." NA
"2070" "51oAZT" "WebLicht" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" NA NA NA NA
"2071" "51oAZT" "WebLicht" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" NA NA NA NA
"2072" "51oAZT" "WebLicht" "contentAnalysis" "https://vocabs.dariah.eu/tadirah/contentAnalysis" "Q653137" "content analysis" NA NA NA NA
"2073" "51oAZT" "WebLicht" "naturalLanguageProcessing" "https://vocabs.dariah.eu/tadirah/naturalLanguageProcessing" "Q30642" "naturalLanguageProcessing" NA NA NA NA
"2074" "51oAZT" "WebLicht" "enriching" "https://vocabs.dariah.eu/tadirah/enriching" "Q123750937" "enriching" NA NA NA NA
"2075" "51oAZT" "WebLicht" "annotating" "https://vocabs.dariah.eu/tadirah/annotating" "Q857525" "annotating" NA NA NA NA
"2076" "51oAZT" "WebLicht" "interpreting" "https://vocabs.dariah.eu/tadirah/interpreting" "Q15756478" "Interpreting" NA NA NA NA
"2077" "51oAZT" "WebLicht" "dataRecognition" "https://vocabs.dariah.eu/tadirah/dataRecognition" "Q123783455" "dataRecognition" NA NA NA NA
"2078" "51oAZT" "WebLicht" "parsing" "https://vocabs.dariah.eu/tadirah/parsing" "Q194152" "parsing" NA NA NA NA
"2079" "51oAZT" "WebLicht" "posTagging" "https://vocabs.dariah.eu/tadirah/posTagging" "Q1271424" "posTagging" NA NA NA NA
"2080" "p7Dhoj" "WebLicht Const Parsing DE" "parsing" "https://vocabs.dariah.eu/tadirah/parsing" "Q194152" "parsing" NA NA NA NA
"2081" "aYF4BV" "WebLicht Const Parsing EN" "parsing" "https://vocabs.dariah.eu/tadirah/parsing" "Q194152" "parsing" NA NA NA NA
"2082" "tlqboO" "WebLicht Dep Parsing DE" "parsing" "https://vocabs.dariah.eu/tadirah/parsing" "Q194152" "parsing" NA NA NA NA
"2083" "bQzeZP" "WebLicht Dep Parsing EN" "parsing" "https://vocabs.dariah.eu/tadirah/parsing" "Q194152" "parsing" NA NA NA NA
"2084" "Fic7R0" "WebLicht Morphology DE" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" NA NA NA NA
"2085" "vayHx6" "WebLicht Morphology EN" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" NA NA NA NA
"2086" "yxZvbH" "WebLicht NamedEntities DE" "namedEntityRecognition" "https://vocabs.dariah.eu/tadirah/namedEntityRecognition" "Q403574" "namedEntityRecognition" NA NA NA NA
"2087" "Ou130i" "WebLicht NamedEntities EN" "namedEntityRecognition" "https://vocabs.dariah.eu/tadirah/namedEntityRecognition" "Q403574" "namedEntityRecognition" NA NA NA NA
"2088" "cGWhKh" "WebLicht NamedEntities SL" "namedEntityRecognition" "https://vocabs.dariah.eu/tadirah/namedEntityRecognition" "Q403574" "namedEntityRecognition" NA NA NA NA
"2089" "8aKugO" "WebLicht POSTags Lemmas DE" "tagging" "https://vocabs.dariah.eu/tadirah/tagging" "Q43401994" "tagging" NA NA NA NA
"2090" "UVKako" "WebLicht POSTags Lemmas EN" "tagging" "https://vocabs.dariah.eu/tadirah/tagging" "Q43401994" "tagging" NA NA NA NA
"2091" "Z5BlVB" "WebLicht POSTags Lemmas FR" "tagging" "https://vocabs.dariah.eu/tadirah/tagging" "Q43401994" "tagging" NA NA NA NA
"2092" "MIO0FS" "WebLicht POSTags Lemmas IT" "tagging" "https://vocabs.dariah.eu/tadirah/tagging" "Q43401994" "tagging" NA NA NA NA
"2093" "MNc9ZD" "WebSlides" "screencast" "https://vocabs.dariah.eu/tadirah/screencast" "Q1365447" "screencast" "1195" "WebSlides by Diigo" "WebSlides allows you to convert your bookmarks and feeds to present them as live web pages in an interactive slideshow. Each WebSlide has a unique URL, or comes as a widget. Users may create a guided tour of any website, group course information for students, provide a simple tutorial on any subject, or share images on the web. Additionally, content publishers may use this presentation format for repacking and remixing content." NA
"2094" "f1qFIg" "WebSty" "stylometry" "https://vocabs.dariah.eu/tadirah/stylometry" "Q2032038" "stylometry" NA NA NA NA
"2095" "f1qFIg" "WebSty" "tagging" "https://vocabs.dariah.eu/tadirah/tagging" "Q43401994" "tagging" NA NA NA NA
"2096" "p5ewCe" "WEFT QDA" "capturing" "https://vocabs.dariah.eu/tadirah/capturing" "Q123819225" "capturing" "1119" "Weft QDA" "Weft QDA is a free and open-source tool for the analysis of textual data. You may import documents from plain text or PDF, apply character-level coding, category and document memos, retrieve coded text, apply simple coding statistics, apply free-text search, and export to HTML and CSV formats." "Q105229779"
"2097" "p5ewCe" "WEFT QDA" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "1119" "Weft QDA" "Weft QDA is a free and open-source tool for the analysis of textual data. You may import documents from plain text or PDF, apply character-level coding, category and document memos, retrieve coded text, apply simple coding statistics, apply free-text search, and export to HTML and CSV formats." "Q105229779"
"2098" "p5ewCe" "WEFT QDA" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "1119" "Weft QDA" "Weft QDA is a free and open-source tool for the analysis of textual data. You may import documents from plain text or PDF, apply character-level coding, category and document memos, retrieve coded text, apply simple coding statistics, apply free-text search, and export to HTML and CSV formats." "Q105229779"
"2099" "p5ewCe" "WEFT QDA" "collaborating" "https://vocabs.dariah.eu/tadirah/collaborating" "Q1145523" "collaborating" "1119" "Weft QDA" "Weft QDA is a free and open-source tool for the analysis of textual data. You may import documents from plain text or PDF, apply character-level coding, category and document memos, retrieve coded text, apply simple coding statistics, apply free-text search, and export to HTML and CSV formats." "Q105229779"
"2100" "p5ewCe" "WEFT QDA" "annotating" "https://vocabs.dariah.eu/tadirah/annotating" "Q857525" "annotating" "1119" "Weft QDA" "Weft QDA is a free and open-source tool for the analysis of textual data. You may import documents from plain text or PDF, apply character-level coding, category and document memos, retrieve coded text, apply simple coding statistics, apply free-text search, and export to HTML and CSV formats." "Q105229779"
"2101" "p5ewCe" "WEFT QDA" "archiving" "https://vocabs.dariah.eu/tadirah/archiving" "Q10418049" "archiving" "1119" "Weft QDA" "Weft QDA is a free and open-source tool for the analysis of textual data. You may import documents from plain text or PDF, apply character-level coding, category and document memos, retrieve coded text, apply simple coding statistics, apply free-text search, and export to HTML and CSV formats." "Q105229779"
"2102" "5CUG2I" "Weka" "gathering" "https://vocabs.dariah.eu/tadirah/gathering" "Q123751128" "gathering" "1457" "Weka" "Weka provides machine learning algorithms in Java for data mining and predictive modeling tasks. These algorithms can either be incorporated into other Java code or called from the Weka Workbench, a GUI environment." "Q115494"
"2103" "5CUG2I" "Weka" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "1457" "Weka" "Weka provides machine learning algorithms in Java for data mining and predictive modeling tasks. These algorithms can either be incorporated into other Java code or called from the Weka Workbench, a GUI environment." "Q115494"
"2104" "OQTNoO" "Weka (Waikato Environment for Knowledge Analysis)" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "354" "Weka" "Weka (Waikato Environment for Knowledge Analysis) is a free Java-based data mining workbench of machine learning algorithms, offered by the Machine Learning Group of the University of Waikato. It includes tools for data pre-processing, classification, clustering and visualization, among others. Development on Weka began in the early 1990s and it is extensively documented." "Q115494"
"2105" "OQTNoO" "Weka (Waikato Environment for Knowledge Analysis)" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "354" "Weka" "Weka (Waikato Environment for Knowledge Analysis) is a free Java-based data mining workbench of machine learning algorithms, offered by the Machine Learning Group of the University of Waikato. It includes tools for data pre-processing, classification, clustering and visualization, among others. Development on Weka began in the early 1990s and it is extensively documented." "Q115494"
